Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
DUS3L,ENSG00000141994,0.175727000654681,0.102196605458679,0.228408747469775,0.0036735495157524,missense|LC,19005782920,19,5782920,
ITIH1,ENSG00000055957,0.17592301111063,0.12658640546123,0.123268897803399,0.00271711495704899,missense|LC,3052777571,3,52777571,
SPINK7,ENSG00000145879,0.175923413316896,0.113385600256664,0.479651421515022,-0.00757693408905429,missense|LC,5148312473,5,148312473,
RETREG1,ENSG00000154153,0.175955963095013,0.110149757570596,0.442006896797991,0.00285523140777807,missense|LC,5016474649,5,16474649,
TXN2,ENSG00000100348,0.176004643709073,0.101423002874713,0.22096920888965,-0.00946388926601383,missense|LC,22036467748,22,36467748,
PRKAG3,ENSG00000115592,0.176217243890173,0.222059424550846,0.102047880513044,-0.00258634411582892,missense|LC,2218822800,2,218822800,
NCK2,ENSG00000071051,0.176250083523076,0.18552400244185,0.107787155821617,0.00508086954767205,missense|LC,2105855002,2,105855002,
SORT1,ENSG00000134243,0.176357944057328,0.150736383036117,0.106605161076855,0.00261003922073601,missense|LC,1109306768,1,109306768,
SMIM10,ENSG00000184785,0.176459981832216,0.10248106984449,0.517304076013312,0.016574697332247,missense|LC,23134990969,X,134990969,
SH3D21,ENSG00000214193,0.176463964903206,0.106829967274306,0.166534117628157,0.00407891229266593,missense|LC,1036303663,1,36303663,
SPP1,ENSG00000118785,0.176464022032818,0.174524104486516,0.10179617860816,0.00341780108291789,missense|LC,4087976841,4,87976841,
PRUNE1,ENSG00000143363,0.176511089277572,0.727255199317408,0.107462433521245,0.000738904132936834,missense|LC,1151005981,1,151005981,
GLCE,ENSG00000138604,0.176550668503116,0.0980566761954491,0.338986160614647,-0.00624913623484591,missense|LC,15069255771,15,69255771,
DPP9,ENSG00000142002,0.176602868400846,0.105833620873877,0.186785052037368,-0.00251727739539771,missense|LC,19004670228,19,4670228,
GSK3A,ENSG00000105723,0.17665308946028,0.714975163128251,0.102150024173199,-0.00155626809510457,missense|LC,19042225193,19,42225193,
SAPCD2,ENSG00000186193,0.176683284966251,0.402943328740464,0.0974736237926128,0.00247035329635359,missense|LC,9137064555,9,137064555,
HMOX1,ENSG00000100292,0.176723117909218,0.1029020031949,0.458737212660434,0.00419577334644674,missense|LC,22035381063,22,35381063,
ITGA3,ENSG00000005884,0.176751082739771,0.439472762857183,0.101394923219759,0.00138174063142371,missense|LC,17050056381,17,50056381,
INPP5E,ENSG00000148384,0.176760380127611,0.0978066146238423,0.378474465978473,-0.00422551341876975,missense|LC,9136429565,9,136429565,
OR9A4,ENSG00000258083,0.17688673160906,0.294063112665318,0.103958768920557,-0.00401750552392241,missense|LC,7141918838,7,141918838,
PDZD2,ENSG00000133401,0.176893770474473,0.0986189566291253,0.916290921288617,-0.00623635482122003,missense|LC,5031725530,5,31725530,
NSMCE3,ENSG00000185115,0.176955021258186,0.714116663237696,0.104493513753773,-0.000641400640743497,missense|LC,15029268702,15,29268702,
TAF7L,ENSG00000102387,0.177008220769912,0.0988755211902339,0.273993135933923,-0.00510124648868728,missense|LC,23101269144,X,101269144,
MT4,ENSG00000102891,0.177026487842175,0.361701726258386,0.101960195619578,-0.00661633273098417,missense|LC,16056565034,16,56565034,
LRRC45,ENSG00000169683,0.177051215557898,0.323161118507233,0.0979994146276911,-0.00226393693190182,missense|LC,17082019069,17,82019069,
KCNE5,ENSG00000176076,0.177062082038347,0.907471810960069,0.101687746538416,0.000575455004254686,missense|LC,23109624537,X,109624537,
MIEF2,ENSG00000177427,0.177070035116255,0.134601259529248,0.113852643842062,0.00307485205359231,missense|LC,17018256467,17,18256467,
PALD1,ENSG00000107719,0.177087971826121,0.665759161426115,0.100472161182964,-0.000570156834825,missense|LC,10070525873,10,70525873,
OR1S2,ENSG00000197887,0.177114261040361,0.104985104025902,0.290443291139283,0.00304995772405437,missense|LC,11058203098,11,58203098,
FAT3,ENSG00000165323,0.177145807539718,0.566370910420513,0.0950850519682922,-0.000404370095812709,missense|LC,11092352102,11,92352102,
FOSB,ENSG00000125740,0.177162680026902,0.0991168645273165,0.545247403909154,-0.00739475594782942,missense|LC,19045468488,19,45468488,
PIP5KL1,ENSG00000167103,0.177268840212131,0.135043446261654,0.115894853274145,-0.00430241646182329,missense|LC,9127916303,9,127916303,
C10orf105,ENSG00000214688,0.177371403234124,0.1139807652174,0.47554580542913,-0.00346174210405632,missense|LC,10071706746,10,71706746,
RABL6,ENSG00000196642,0.177386079460429,0.223879794977769,0.0984658688607847,-0.00142947540019632,missense|LC,9136804378,9,136804378,
IFNL4,ENSG00000272395,0.177432120024715,0.127977936904068,0.120917698990793,0.00663418288801951,missense|LC,19039243536,19,39243536,
TMCO6,ENSG00000113119,0.177435425167568,0.0994543462999129,0.493256586239082,-0.00543152125010796,missense|LC,5140639504,5,140639504,
NMRK2,ENSG00000077009,0.177545319511433,0.0994669032180411,0.788111413026921,-0.00593564279425456,missense|LC,19003933556,19,3933556,
DDX17,ENSG00000100201,0.177612694259821,0.333722089625907,0.0972192437440877,-0.0035184490863851,missense|LC,22038479523,22,38479523,
ZNF404,ENSG00000176222,0.177669943262504,0.781283871577467,0.0989954612503562,-0.000715042309263552,missense|LC,19043872505,19,43872505,
LIPI,ENSG00000188992,0.17776067875115,0.552315284969793,0.102874613118537,0.00195109274483814,missense|LC,21014108890,21,14108890,
CCDC93,ENSG00000125633,0.177763582889607,0.491244334755203,0.100171517870908,0.00206964754955317,missense|LC,2117920301,2,117920301,
CDK2AP2,ENSG00000167797,0.177826013016984,0.0974158353238301,0.984271024757727,-0.0246161527504596,missense|LC,11067501803,11,67501803,
KATNBL1,ENSG00000134152,0.177847259652094,0.0996184489075348,0.931835132724719,-0.00958017882006552,missense|LC,15034142256,15,34142256,
SMYD1,ENSG00000115593,0.17797129861104,0.1031875426895,0.481261629212086,0.00290286326927256,missense|LC,2088067742,2,88067742,
PDSS1,ENSG00000148459,0.177997020385075,0.172969598879782,0.10617667018181,0.00387249385229263,missense|LC,10026697597,10,26697597,
GART,ENSG00000159131,0.178021240403146,0.598545580635613,0.104842743898135,-0.00093477431397309,missense|LC,21033504045,21,33504045,
IFT43,ENSG00000119650,0.178097538692814,0.124388837384479,0.201522220636354,-0.00982099777430524,missense|LC,14075980791,14,75980791,
ENPP4,ENSG00000001561,0.178118917775805,0.0990430643792956,0.679997233102612,-0.00647640864091318,missense|LC,6046139589,6,46139589,
MUCL3,ENSG00000168631,0.178133002866113,0.111616891108267,0.624698131930931,0.00152571974121521,missense|LC,6030940905,6,30940905,
ANTXR2,ENSG00000163297,0.178233081023771,0.347863465274946,0.102510750816121,-0.00507797526182374,missense|LC,4079977582,4,79977582,
FCER1G,ENSG00000158869,0.178245928899455,0.132325394390459,0.143408233799499,-0.00681652904142604,missense|LC,1161210298,1,161210298,
ASAH2B,ENSG00000204147,0.178257236062762,0.322340834656896,0.118424723827732,-0.0065686247979824,missense|LC,10050742842,10,50742842,
CDK2,ENSG00000123374,0.178272438281132,0.884817639161993,0.111975112780298,-0.00085042764650002,missense|LC,12055965847,12,55965847,
MVK,ENSG00000110921,0.178320875874344,0.706604535208359,0.107198120725004,-0.00118061027472442,missense|LC,12109568798,12,109568798,
KHDC4,ENSG00000132680,0.178334914811375,0.222365774701001,0.100401365113254,0.00409005969805759,missense|LC,1155910409,1,155910409,
MYOZ2,ENSG00000172399,0.178400508027383,0.932635380765789,0.0994793600206374,-0.000508633055092937,missense|LC,4119136459,4,119136459,
RNF139,ENSG00000170881,0.178433975944918,0.157445692888583,0.111438666988524,0.00539300963473911,missense|LC,8124475035,8,124475035,
AC008687.4,ENSG00000268655,0.178493127159626,0.801971625577576,0.101911499812038,-0.00100559620845029,missense|LC,19049014378,19,49014378,
DEF6,ENSG00000023892,0.178538077836155,0.113854330754002,0.320921310014125,-0.00340979914888432,missense|LC,6035292821,6,35292821,
PCARE,ENSG00000179270,0.178560559246186,0.106193294227612,0.478574413762865,-0.0012631151422702,missense|LC,2029064752,2,29064752,
SUGP2,ENSG00000064607,0.17862481983301,0.105523400166154,0.348914277041095,-0.0214322836589076,missense|LC,19018994251,19,18994251,
TMEM225B,ENSG00000244219,0.178684673680362,0.109963627486513,0.294780122086202,-0.0046273524859651,missense|LC,7099604346,7,99604346,
SOWAHA,ENSG00000198944,0.178810985361613,0.57017509763685,0.10647341951374,0.00110033629085857,missense|LC,5132813534,5,132813534,
TINAG,ENSG00000137251,0.178851230001288,0.44865438274475,0.107322697926891,0.00157339634435493,missense|LC,6054307959,6,54307959,
RSPO1,ENSG00000169218,0.178927108637625,0.109520496016593,0.182292460508031,-0.00561412576148498,missense|LC,1037612669,1,37612669,
ZNF319,ENSG00000166188,0.178968438085493,0.424731138032499,0.108837940981191,-0.00170501306490553,missense|LC,16057996331,16,57996331,
HPCAL4,ENSG00000116983,0.178988636378568,0.248845615506203,0.102507574419308,0.00648266992853358,missense|LC,1039682458,1,39682458,
B4GALNT1,ENSG00000135454,0.179028911194279,0.10507274434069,0.199797674253036,0.00376263377444735,missense|LC,12057620158,12,57620158,
SCARF1,ENSG00000074660,0.179034728339125,0.100171672586227,0.858306022163802,-0.00303730763788771,missense|LC,17001634627,17,1634627,
IHO1,ENSG00000173421,0.179035720271079,0.10006864297797,0.805205577624032,-0.00602508789619187,missense|LC,3049200498,3,49200498,
TYRO3,ENSG00000092445,0.179046635870826,0.0990829531960242,0.303916650402758,-0.00335253332908905,missense|LC,15041557066,15,41557066,
UNC50,ENSG00000115446,0.179188140394035,0.123044394605034,0.262505802082108,0.00508175255722029,missense|LC,2098604067,2,98604067,
RPL10A,ENSG00000198755,0.179202944807483,0.965310759060748,0.100677934589984,-0.000473217924143176,missense|LC,6035466217,6,35466217,
COPS6,ENSG00000168090,0.179261630797519,0.237856359753517,0.120436296207327,0.00312823422214204,missense|LC,7100088895,7,100088895,
HRH4,ENSG00000134489,0.179313936471315,0.129395982450279,0.116289235138536,-0.00550634249600814,missense|LC,18024460689,18,24460689,
GAMT,ENSG00000130005,0.179373650339874,0.111106116914534,0.364619011301472,-0.00380953985712511,missense|LC,19001393178,19,1393178,
ANLN,ENSG00000011426,0.179497432079151,0.101721325349492,0.62259442817804,0.00346809088656993,missense|LC,7036389875,7,36389875,
GPR17,ENSG00000144230,0.179500882635868,0.112315552034853,0.152581379125049,-0.00267635209216015,missense|LC,2127640865,2,127640865,
STRAP,ENSG00000023734,0.179542521009718,0.523895188757197,0.113787900384521,-0.00176311353370305,missense|LC,12015882644,12,15882644,
COL1A2,ENSG00000164692,0.179604338747766,0.704704971948099,0.100378404962639,-0.000625422716504161,missense|LC,7094394971,7,94394971,
SELENOO,ENSG00000073169,0.17962361432113,0.0996875784642169,0.33687100034329,-0.00247295321496199,missense|LC,22050197168,22,50197168,
KRAS,ENSG00000133703,0.179626399742285,0.106233535858488,0.737233392479506,0.0140228074617215,missense|LC,12025203892,12,25203892,
ZNF407,ENSG00000215421,0.17965747996862,0.345702327646457,0.0988456020250268,0.00164774687220034,missense|LC,18074631027,18,74631027,
DNAJC17,ENSG00000104129,0.179756764506468,0.107612312944786,0.646087786110539,0.00298849572875419,missense|LC,15040764101,15,40764101,
UNC5C,ENSG00000182168,0.179779300174134,0.105533192087298,0.970211508044447,-0.00215887216350017,missense|LC,4095169125,4,95169125,
OCM2,ENSG00000135175,0.17978185129134,0.098324078660899,0.913010103023526,-0.0175986986249813,missense|LC,7097984896,7,97984896,
ZFYVE1,ENSG00000165861,0.179847334726321,0.218755495216367,0.100872949417107,0.00465442037113066,missense|LC,14072970794,14,72970794,
WDR12,ENSG00000138442,0.179856736132116,0.104258087923354,0.334748524756611,-0.00473515428712354,missense|LC,2202880788,2,202880788,
PRKDC,ENSG00000253729,0.179868810862543,0.0989992069046645,0.90465074199643,-0.0016231142419147,missense|LC,8047774083,8,47774083,
RANBP10,ENSG00000141084,0.179879820181243,0.615576846163657,0.0978145680371514,0.00167024006756797,missense|LC,16067726297,16,67726297,
IFT122,ENSG00000163913,0.179928758174001,0.0995152146759331,0.274895468724247,0.0025427261232876,missense|LC,3129436360,3,129436360,
ZNF600,ENSG00000189190,0.180032932612491,0.920122419589772,0.102412977763701,-0.000147417601685952,missense|LC,19052765469,19,52765469,
ASAP3,ENSG00000088280,0.180219915362741,0.815116642915239,0.101706915911385,0.000272654771879526,missense|LC,1023424493,1,23424493,
ENG,ENSG00000106991,0.180281264857521,0.10155193811683,0.552582958388725,-0.00340256483011804,missense|LC,9127810017,9,127810017,
PTCHD4,ENSG00000244694,0.180321886342137,0.487164887734214,0.100077815287128,-0.00218069727982779,missense|LC,6047878239,6,47878239,
TMEM190,ENSG00000160472,0.180344056796411,0.107036030571444,0.445661879053697,0.00484669120296599,missense|LC,19055376758,19,55376758,
MIA-RAB4B,ENSG00000268975,0.180428231996443,0.121676837772686,0.131558133886406,-0.00780322193361767,missense|LC,19040775412,19,40775412,
PDCD6-AHRR,ENSG00000286169,0.180474731887368,0.978114084536515,0.103499662115735,0.00000259934093966429,missense|LC,5000343802,5,343802,
GJB5,ENSG00000189280,0.18051214571581,0.371829331475365,0.106019524728789,0.00277481962744301,missense|LC,1034757310,1,34757310,
CTF1,ENSG00000150281,0.180620482256059,0.280899183144769,0.0992390847572222,0.00713826216261628,missense|LC,16030892491,16,30892491,
LTB4R2,ENSG00000213906,0.180661897009718,0.359791345034848,0.101853653348248,0.00222962136411998,missense|LC,14024305153,14,24305153,
VCX2,ENSG00000177504,0.18070324203991,0.104544021299158,0.290130591711388,0.0025359550722017,missense|LC,23008169940,X,8169940,
ZNF556,ENSG00000172000,0.180719329137925,0.171356730708696,0.105616618903215,0.00242454901665701,missense|LC,19002867309,19,2867309,
CARD18,ENSG00000255501,0.180998923976572,0.551343615531763,0.115888238877306,0.00291605692544755,missense|LC,11105138727,11,105138727,
TPM1,ENSG00000140416,0.181017893731241,0.106725289402428,0.999938788055898,-0.0150473062723599,missense|LC,15063042767,15,63042767,
IFRD1,ENSG00000006652,0.181094866141588,0.754374703579709,0.0992991624727774,-0.00108468611467864,missense|LC,7112450639,7,112450639,
AC005192.1,ENSG00000288640,0.181094866141588,0.754374703579709,0.0992991624727774,-0.00108468611467864,missense|LC,7112450639,7,112450639,
FZD4,ENSG00000174804,0.181158773316877,0.101992789714969,0.836112283631279,-0.00500224495533377,missense|LC,11086951068,11,86951068,
PLD5,ENSG00000180287,0.181227260899212,0.291602378139433,0.102861309809992,0.00343334714782065,missense|LC,1242089753,1,242089753,
CD72,ENSG00000137101,0.181287637607602,0.107858484882558,0.526687291549337,0.0064868603949815,missense|LC,9035605603,9,35605603,
GATM,ENSG00000171766,0.181356286704094,0.485398760683472,0.102987439183337,-0.00279461787169149,missense|LC,15045362093,15,45362093,
FANCF,ENSG00000183161,0.181453907532038,0.220706278946998,0.111072730954894,-0.00194794399767769,missense|LC,11022624627,11,22624627,
MCCC2,ENSG00000131844,0.181465204102782,0.105620771800315,0.435493378725311,-0.00304867175021396,missense|LC,5071587268,5,71587268,
ST6GALNAC5,ENSG00000117069,0.181525575615953,0.110197363798204,0.271180225698748,0.00601772815288383,missense|LC,1076867545,1,76867545,
FAM180B,ENSG00000196666,0.181598933559988,0.216687971201521,0.10269540274829,0.007030826344623,missense|LC,11047581982,11,47581982,
FLRT1,ENSG00000126500,0.181625831885786,0.424195001494219,0.101355406245621,0.00130015191864186,missense|LC,11064116121,11,64116121,
HSPE1-MOB4,ENSG00000270757,0.181723620452614,0.102779860360259,0.750114845462769,-0.0143814775393537,missense|LC,2197497075,2,197497075,
TMEM9B,ENSG00000175348,0.181751239901867,0.518024324865814,0.100751788419331,0.00559762541484069,missense|LC,11008948203,11,8948203,
PHOX2A,ENSG00000165462,0.181776167662833,0.29999537380623,0.102089584815322,0.00532422619783698,missense|LC,11072234247,11,72234247,
GOLGA8B,ENSG00000215252,0.181823661985062,0.103076011730854,0.746923930051387,-0.0168214564883063,missense|LC,15034527636,15,34527636,
PLD6,ENSG00000179598,0.181829898822986,0.105092881550644,0.59017788913529,0.00649231462080542,missense|LC,17017202687,17,17202687,
DAW1,ENSG00000123977,0.181843941159643,0.107707667644688,0.274239370311897,0.00373468635831218,missense|LC,2227870298,2,227870298,
BCL2L2-PABPN1,ENSG00000258643,0.181948184540292,0.491625513978771,0.106626871232248,0.00310535714437923,missense|LC,14023301953,14,23301953,
LYPLA2,ENSG00000011009,0.181974378355187,0.101318537558213,0.777722299862895,0.0134189411229442,missense|LC,1023786314,1,23786314,
GPATCH4,ENSG00000160818,0.181989040116967,0.530110224147855,0.100348939542467,0.0023320269859594,missense|LC,1156591690,1,156591690,
CCDC57,ENSG00000176155,0.182015326355826,0.337604292337133,0.101618489996123,-0.00184970724597484,missense|LC,17082157450,17,82157450,
SIT1,ENSG00000137078,0.18203761174756,0.182916626502663,0.118361127310608,0.00289907124421214,missense|LC,9035649802,9,35649802,
ADGRL2,ENSG00000117114,0.182072408466646,0.238516499532339,0.104683567631719,-0.00153020710498308,missense|LC,1081427078,1,81427078,
GDI2,ENSG00000057608,0.182105809369441,0.102281250693899,0.734701124381259,-0.00961518275878288,missense|LC,10005761220,10,5761220,
AC003002.2,ENSG00000268533,0.182134760454407,0.141151142596082,0.18678291660124,0.0135814614589607,missense|LC,19057389980,19,57389980,
POTEC,ENSG00000183206,0.182222612303628,0.108925541873782,0.166703709241064,-0.00332482853948741,missense|LC,18014511899,18,14511899,
CISD2,ENSG00000145354,0.182260911076055,0.832948624381587,0.101534467766426,-0.00278142931851629,missense|LC,4102868608,4,102868608,
LRPPRC,ENSG00000138095,0.182272200512373,0.667688686693332,0.100083019435018,-0.000712827759099441,missense|LC,2043888579,2,43888579,
RPS12,ENSG00000112306,0.182314231538563,0.120276654529598,0.590230201548677,0.0085875603325723,missense|LC,6132814686,6,132814686,
Z84492.1,ENSG00000272104,0.182319630395356,0.107744481841815,0.42930542212559,-0.0278920030026635,missense|LC,3050345892,3,50345892,
C15orf39,ENSG00000167173,0.182337643038978,0.101352562313208,0.355795215352415,0.00172459714652886,missense|LC,15075205955,15,75205955,
HTR2A,ENSG00000102468,0.182401068733831,0.806139308382317,0.115432329607069,-0.000802543086927635,missense|LC,13046834774,13,46834774,
C1orf189,ENSG00000163263,0.182478785766582,0.536382228991207,0.105163209304144,-0.00537999301117954,missense|LC,1154199394,1,154199394,
BAHD1,ENSG00000140320,0.18249814934756,0.542511404648024,0.0971884630716089,-0.00166542766693934,missense|LC,15040443188,15,40443188,
PDIA3,ENSG00000167004,0.18250347098097,0.102938197892595,0.407762465159928,-0.00480221432393978,missense|LC,15043744326,15,43744326,
TAF10,ENSG00000166337,0.182514359255925,0.110174299834249,0.640941305572884,0.00490634811323476,missense|LC,11006601294,11,6601294,
DNAAF2,ENSG00000165506,0.182566831827398,0.217736913329505,0.103685572635597,0.00230099039282399,missense|LC,14049621139,14,49621139,
MYORG,ENSG00000164976,0.182605153611164,0.447967146313325,0.0994268388479498,-0.00231519449536829,missense|LC,9034370638,9,34370638,
RUNDC3B,ENSG00000105784,0.18262305262404,0.323745338082797,0.0998665349504885,-0.00509646706038646,missense|LC,7087628769,7,87628769,
LRATD2,ENSG00000168672,0.182626530010189,0.0987886915071683,0.58374089734328,-0.008821480842707,missense|LC,8126556347,8,126556347,
GPT2,ENSG00000166123,0.182632520951861,0.800916506303265,0.0991954755637257,0.00106276719093629,missense|LC,16046884578,16,46884578,
OTX1,ENSG00000115507,0.182641008201344,0.583491359740732,0.101201210474798,-0.00288225789563861,missense|LC,2063045048,2,63045048,
OR4P4,ENSG00000181927,0.182751636775389,0.105259458102922,0.401704197975348,0.0030404390001835,missense|LC,11055638359,11,55638359,
CDKN2B,ENSG00000147883,0.182752944420864,0.117591642540857,0.197650520383256,-0.00616374204847123,missense|LC,9022005870,9,22005870,
TRIM65,ENSG00000141569,0.182771633402246,0.104214310362619,0.809235846378782,0.00255556790874409,missense|LC,17075890699,17,75890699,
AL096711.2,ENSG00000255330,0.182861380477178,0.70195369200253,0.106359835208153,0.00080558400807962,missense|LC,6127444043,6,127444043,
SOGA3,ENSG00000214338,0.183049186452625,0.720676701528472,0.106450735961024,0.000751917451034685,missense|LC,6127473023,6,127473023,
PPP1R1C,ENSG00000150722,0.183076012665166,0.108396355246926,0.187219709248772,0.0329823916700969,missense|LC,2181986066,2,181986066,
PIDD1,ENSG00000177595,0.183111723676294,0.156711911237546,0.109029823998875,0.0019793020851859,missense|LC,11000794361,11,794361,
FGD6,ENSG00000180263,0.183134222480143,0.758642099919793,0.10153363706314,-0.000437173519416587,missense|LC,12095081442,12,95081442,
ZBTB4,ENSG00000174282,0.183141986641001,0.618268590942135,0.0998612896125746,-0.000972970585978378,missense|LC,17007454372,17,7454372,
LSM6,ENSG00000164167,0.183174597111996,0.104097979957918,0.93851732355604,-0.0321934094741359,missense|LC,4146182895,4,146182895,
PRTFDC1,ENSG00000099256,0.1832037113976,0.110235625938276,0.496196887197034,0.00479695726858159,missense|LC,10024849769,10,24849769,
GIMAP8,ENSG00000171115,0.183252512786894,0.104516761321397,0.355984362421818,-0.00324960193729534,missense|LC,7150466600,7,150466600,
GALR2,ENSG00000182687,0.18329840941001,0.211472410548971,0.112674005693683,0.00210972937830407,missense|LC,17076070328,17,76070328,
UROD,ENSG00000126088,0.183301121133181,0.11882487603757,0.501089131665507,-0.00399358216887883,missense|LC,1045007262,1,45007262,
MYH9,ENSG00000100345,0.1833603427561,0.314483866266038,0.100171187847865,-0.00114093211120917,missense|LC,22036282604,22,36282604,
C8orf74,ENSG00000171060,0.183543593555179,0.110218743605977,0.450696128811424,0.00395009750597219,missense|LC,8010672585,8,10672585,
SLC34A1,ENSG00000131183,0.183601496813604,0.209058746517672,0.108123362694032,0.0022268673876266,missense|LC,5177385702,5,177385702,
P2RY6,ENSG00000171631,0.183739918220604,0.102591086592002,0.994400463814828,-0.00457981890387129,missense|LC,11073272269,11,73272269,
CYTIP,ENSG00000115165,0.18385407063698,0.634818808181382,0.107425803850712,0.00174892183098112,missense|LC,2157415643,2,157415643,
JMJD7-PLA2G4B,ENSG00000168970,0.183862784720981,0.319556668885962,0.0993344726717542,0.00144928621591097,missense|LC,15041823120,15,41823120,
FAM20A,ENSG00000108950,0.18387988502371,0.591777173561497,0.101353767664372,-0.00147625731940807,missense|LC,17068530116,17,68530116,
GNPDA1,ENSG00000113552,0.183898918634757,0.146813258478416,0.118616659461972,0.00924595029186953,missense|LC,5142002034,5,142002034,
EML4,ENSG00000143924,0.18390101810018,0.637358466259664,0.100876181072035,-0.00114426251831725,missense|LC,2042169498,2,42169498,
ADHFE1,ENSG00000147576,0.183952494733056,0.255089806444664,0.103294070256869,0.00351608424566776,missense|LC,8066428998,8,66428998,
FMO3,ENSG00000007933,0.183996092105229,0.10690575487895,0.321658645866238,-0.00389783814974803,missense|LC,1171092562,1,171092562,
FASTK,ENSG00000164896,0.184004146711611,0.115459598073143,0.301993712630966,0.00349692034150944,missense|LC,7151071629,7,151071629,
ZNF443,ENSG00000180855,0.184092905908901,0.385499963998237,0.100113518081276,-0.00173943410228017,missense|LC,19012430004,19,12430004,
IRX6,ENSG00000159387,0.184136469365536,0.100951815268647,0.622989400247133,0.00436246337147277,missense|LC,16055325011,16,55325011,
AIPL1,ENSG00000129221,0.184166824039074,0.648295089712805,0.107820077780849,0.00066540277287642,missense|LC,17006425345,17,6425345,
HEXB,ENSG00000049860,0.184280062134504,0.104502822488368,0.860116467747382,-0.00499188648904238,missense|LC,5074685159,5,74685159,
ZNF787,ENSG00000142409,0.18430145223335,0.106689439290958,0.481232373495426,-0.00277832906885021,missense|LC,19056087850,19,56087850,
UPK1B,ENSG00000114638,0.184333156589769,0.146645291920004,0.116542592718208,-0.00406470715002728,missense|LC,3119186663,3,119186663,
SELE,ENSG00000007908,0.18436554711835,0.235531070309567,0.112653789698603,0.00240623738940411,missense|LC,1169725673,1,169725673,
KIR3DL2,ENSG00000240403,0.184390979473366,0.797809402806237,0.103073887543804,-0.000342662831250765,missense|LC,19054847131,19,54847131,
OLIG3,ENSG00000177468,0.184417180776146,0.34790861612449,0.125050977739452,-0.00216450029434932,missense|LC,6137493283,6,137493283,
NGFR,ENSG00000064300,0.184466638813153,0.537146368032006,0.105897970641879,0.00213734833265825,missense|LC,17049495329,17,49495329,
LAGE3,ENSG00000196976,0.18451150192328,0.125438585022887,0.210779295779823,0.00410110836059851,missense|LC,23154477912,X,154477912,
NALCN,ENSG00000102452,0.18456161964522,0.276680769204409,0.103060816948376,0.00210643880472375,missense|LC,13101055247,13,101055247,
RPS6KA5,ENSG00000100784,0.184590342097503,0.105660276079007,0.452337048066929,0.00458321349775916,missense|LC,14090871968,14,90871968,
TRAF3IP1,ENSG00000204104,0.184597679417899,0.107901333430248,0.338915705257734,0.00285342085611297,missense|LC,2238320488,2,238320488,
APOL1,ENSG00000100342,0.184599349808295,0.123969636656759,0.143904601779162,-0.00288369464901282,missense|LC,22036253868,22,36253868,
RPLP1,ENSG00000137818,0.184616686752726,0.105380777801798,0.269825625140109,0.015720643421106,missense|LC,15069447821,15,69447821,
TCEAL5,ENSG00000204065,0.18467795085318,0.142613588264347,0.128986220898293,-0.0070327278042161,missense|LC,23103273820,X,103273820,
CLDN19,ENSG00000164007,0.184785560092713,0.542544792379123,0.11008441352541,0.00275433353274109,missense|LC,1042735048,1,42735048,
OTUB1,ENSG00000167770,0.184794438651082,0.102759520401158,0.531718314600287,-0.00931423356684444,missense|LC,11063986419,11,63986419,
PRDX4,ENSG00000123131,0.184895505448652,0.103664614823676,0.379785383282678,-0.00895830140850242,missense|LC,23023664464,X,23664464,
SCAF8,ENSG00000213079,0.184914384985194,0.172543096709784,0.107007669586577,0.00212379294017125,missense|LC,6154733241,6,154733241,
FAM185A,ENSG00000222011,0.184933310815943,0.133854386556555,0.120612323679632,0.00377192532502272,missense|LC,7102749085,7,102749085,
WASF2,ENSG00000158195,0.184965480391116,0.11371700495857,0.157662294902982,0.00392633755773844,missense|LC,1027408095,1,27408095,
OXSR1,ENSG00000172939,0.184999444540783,0.116876859716474,0.147764233532684,0.00600057462386954,missense|LC,3038165814,3,38165814,
PYCR2,ENSG00000143811,0.185061778492191,0.303859234241292,0.0994009484524857,0.00577532126696267,missense|LC,1225920373,1,225920373,
SHLD2,ENSG00000122376,0.185101042474014,0.15520401049252,0.12005575814378,0.00421721661358779,missense|LC,10087091549,10,87091549,
STXBP3,ENSG00000116266,0.185160274293606,0.821790926635188,0.101556011153566,-0.00113335967209371,missense|LC,1108741695,1,108741695,
ZFHX4,ENSG00000091656,0.185192444713553,0.100994272818271,0.594625984715617,0.0018835968168487,missense|LC,8076704006,8,76704006,
NXF5,ENSG00000126952,0.1852874531742,0.107264793604935,0.52945170125192,-0.00318363805900702,missense|LC,23101832193,X,101832193,
EIF5B,ENSG00000158417,0.185295314314439,0.161543757646684,0.110058057622218,-0.00215512196185516,missense|LC,2099332977,2,99332977,
CDNF,ENSG00000185267,0.185302300691996,0.103481811820328,0.939490241789847,-0.00882379356573262,missense|LC,10014819908,10,14819908,
PRPF40B,ENSG00000110844,0.185335946043444,0.101013173545818,0.945928927406437,-0.00383629380375674,missense|LC,12049623464,12,49623464,
STARD10,ENSG00000214530,0.185352118986041,0.107235127277525,0.489444581001528,0.0071026643758769,missense|LC,11072754765,11,72754765,
BHLHE41,ENSG00000123095,0.185413664336409,0.108404050804687,0.520611104603508,-0.00255586619900722,missense|LC,12026121861,12,26121861,
RIN2,ENSG00000132669,0.185520560459264,0.106179702157511,0.366419798443486,0.00206737737569279,missense|LC,20019886667,20,19886667,
