Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
MAP3K7CL,ENSG00000156265,0.0125389689558624,0.624283170208119,0.00657560769929755,-0.00215799777510327,pLoF,21029085783,21,29085783,
VPS13A,ENSG00000197969,0.0125432927353891,0.00651545531654141,0.093583607165364,0.00305881907721111,pLoF,9077177642,9,77177642,
H4C4,ENSG00000277157,0.0127434478889167,0.00769335578673203,0.188991748980154,-0.00996623964175379,pLoF,6026183710,6,26183710,
IP6K3,ENSG00000161896,0.012835354994704,0.0135247745344258,0.0116932917754934,0.00303335774465719,pLoF,6033722683,6,33722683,
AC005726.1,ENSG00000258472,0.0128368236898404,0.0100283228533873,0.0203797486807331,-0.00340253696664177,pLoF,17028575013,17,28575013,
TGM3,ENSG00000125780,0.0128587606931737,0.137184564092006,0.00738592444969477,0.00309787521063189,pLoF,20002295967,20,2295967,
AL121899.2,ENSG00000286022,0.0128587606931737,0.137184564092006,0.00738592444969477,0.00309787521063189,pLoF,20002207005,20,2207005,
NKX6-1,ENSG00000163623,0.0128769138702612,0.00986764374706817,0.0327496197219312,-0.0128530943841733,pLoF,4084493192,4,84493192,
SKIV2L,ENSG00000204351,0.0129636915843648,0.233480280075462,0.00830048837539743,0.000948761297581922,pLoF,6031954176,6,31954176,
KDM1B,ENSG00000165097,0.0129665456956891,0.00669574727408784,0.0959380724546317,0.0123787141820651,pLoF,6018159882,6,18159882,
BPIFB3,ENSG00000186190,0.0129929793748113,0.0231426004719228,0.0117822301468141,0.00198770932273799,pLoF,20033055426,20,33055426,
SLC22A23,ENSG00000137266,0.0130083463951119,0.00851970620061171,0.0465999338889351,0.0107243278087623,pLoF,6003264459,6,3264459,
DNAL4,ENSG00000100246,0.0130172965899118,0.0248605119711323,0.0093266010848857,0.013365521146359,pLoF,22038779332,22,38779332,
FZD8,ENSG00000177283,0.013031290208349,0.0615326165086837,0.0074147856500979,0.00564510495144823,pLoF,10035639323,10,35639323,
ZNF467,ENSG00000181444,0.0130565868402721,0.00685525805725939,0.0987243796395302,0.00430364885185415,pLoF,7149764562,7,149764562,
KASH5,ENSG00000161609,0.0130896512729359,0.00718545262401604,0.388683813172462,-0.00539484360953096,pLoF,19049390781,19,49390781,
ZDHHC11,ENSG00000188818,0.0131667562928151,0.00691965155002272,0.174299139606596,-0.00446745620570742,pLoF,5000801002,5,801002,
PAF1,ENSG00000006712,0.0131712965544117,0.590653137077098,0.00725413105850836,0.00237426858280184,pLoF,19039380630,19,39380630,
MTOR,ENSG00000198793,0.0131971650416792,0.00626871617944591,0.250985934075105,0.0125772747553328,pLoF,1011106515,1,11106515,
TRIP13,ENSG00000071539,0.0132142163871621,0.925074641671661,0.00636158360920525,-0.000661133328024551,pLoF,5000888928,5,888928,
HAUS3,ENSG00000214367,0.0132171758412372,0.0106764412271292,0.0970041954880907,0.00285861699819704,pLoF,4002229024,4,2229024,
DDI2,ENSG00000197312,0.013259678273676,0.76373910986446,0.00711620590761797,0.00536116969028535,pLoF,1015617575,1,15617575,
KDM5A,ENSG00000073614,0.0133452425927829,0.00669892679422612,0.335847233716709,0.0140334973776106,pLoF,12000285400,12,285400,
SNAPC5,ENSG00000174446,0.0133622484647145,0.00806416783832953,0.0557310054016389,0.0209481855572831,pLoF,15066489170,15,66489170,
RSPO1,ENSG00000169218,0.0133702161964686,0.957494423165547,0.00641276857329176,0.000399513694358214,pLoF,1037612669,1,37612669,
ANGPTL1,ENSG00000116194,0.0134025433038464,0.00761217005425396,0.0667457147514179,0.0128077183467987,pLoF,1178851046,1,178851046,
PRR19,ENSG00000188368,0.0134845789365176,0.00796607155392337,0.115602024483799,-0.0125198697963615,pLoF,19042309525,19,42309525,
PCNX3,ENSG00000197136,0.0135158976770258,0.151469114747848,0.00763218219042894,-0.0040244874375141,pLoF,11065612897,11,65612897,
AP002748.5,ENSG00000256349,0.0135406442406968,0.038965051002522,0.00973412466559442,-0.0066911863145137,pLoF,11066504495,11,66504495,
ATG4C,ENSG00000125703,0.0135467923848847,0.00985263889553512,0.0274897483446432,-0.0018297917073478,pLoF,1062803754,1,62803754,
TMPRSS6,ENSG00000187045,0.0135812337795227,0.00676758591243132,0.258141865487108,-0.00531069755579619,pLoF,22037060677,22,37060677,
INPP4B,ENSG00000109452,0.0137008898155635,0.576520580937355,0.00722730081024925,-0.00327494916733215,pLoF,4142028694,4,142028694,
CAPN6,ENSG00000077274,0.0137507555885816,0.00766440039859662,0.110668634690072,-0.0120770437077354,pLoF,23111246538,X,111246538,
PRKCZ,ENSG00000067606,0.0138562938129624,0.0109819404805318,0.0301210107821923,0.00680016864411824,pLoF,1002050564,1,2050564,
CD8B2,ENSG00000254126,0.0138858812194456,0.0427204872453304,0.0100821285581549,0.00679837191261394,pLoF,2106487377,2,106487377,
H3C6,ENSG00000274750,0.0139457100512079,0.00764235699074045,0.535195652112718,0.00917630328795292,pLoF,6026225054,6,26225054,
BTAF1,ENSG00000095564,0.0140001017332527,0.00686456018492754,0.1234537980111,-0.0192067391709936,pLoF,10091923949,10,91923949,
UBE4A,ENSG00000110344,0.0140642674971909,0.0570023116432999,0.00923378215492399,-0.00761468712286704,pLoF,11118364956,11,118364956,
MAP3K2,ENSG00000169967,0.0141267908126357,0.0218696178930008,0.0107258562258615,0.0313888116633826,pLoF,2127293731,2,127293731,
PCYOX1L,ENSG00000145882,0.0141680328779908,0.216524950681121,0.008537314755382,-0.00424946621282788,pLoF,5149357897,5,149357897,
VPS26C,ENSG00000157538,0.0141777299509782,0.00920309806051878,0.02691786733627,-0.0140675297503911,pLoF,21037225493,21,37225493,
DENR,ENSG00000139726,0.0141935518734669,0.00779740214621316,0.0724287084068185,0.029064057005778,pLoF,12122753648,12,122753648,
MYO10,ENSG00000145555,0.0142298792586687,0.00756901137754784,0.152516351988231,0.00630071785917051,pLoF,5016666628,5,16666628,
APOA5,ENSG00000110243,0.0142429643881712,0.173774673857012,0.00950255011653556,0.00256248756245946,pLoF,11116784373,11,116784373,
BBS1,ENSG00000174483,0.0142723444847116,0.0404349770291692,0.010182946744242,-0.00661526579009404,pLoF,11066508965,11,66508965,
HSD17B11,ENSG00000198189,0.0143537725684872,0.4372937836394,0.00859115416129352,0.0052149411693132,pLoF,4087337273,4,87337273,
C12orf66,ENSG00000174206,0.0144137536462769,0.404000866146042,0.00838747230991954,-0.00335531409125021,pLoF,12064187558,12,64187558,
B3GNT7,ENSG00000156966,0.0144418783078542,0.0383623488970455,0.0084956730515322,-0.0153133769712016,pLoF,2231395668,2,231395668,
PTPN2,ENSG00000175354,0.0144434265031165,0.507261051178312,0.00726897466516041,0.00500266168505347,pLoF,18012792150,18,12792150,
ABITRAM,ENSG00000119328,0.0144864132120285,0.0127446317069482,0.0219076340863997,-0.00543358579222997,pLoF,9108929694,9,108929694,
SH2D5,ENSG00000189410,0.014542064974115,0.0107028569912702,0.0178119882567924,0.00566046690791548,pLoF,1020715395,1,20715395,
UQCRC1,ENSG00000010256,0.0145535562396024,0.00827881597754376,0.0545443001862771,0.0088476384522294,pLoF,3048594269,3,48594269,
ZNF783,ENSG00000204946,0.0145676303082389,0.00946495271792303,0.0758132321130801,-0.00465484472593493,pLoF,7149262233,7,149262233,
C1QBP,ENSG00000108561,0.0145873975604752,0.780992673040104,0.00765750782368935,-0.00108023288028054,pLoF,17005427999,17,5427999,
CPB2,ENSG00000080618,0.0145895807431927,0.00787807321090195,0.764225105772836,-0.00902157731235386,pLoF,13046053471,13,46053471,
MORC3,ENSG00000159256,0.014603818780311,0.30088744765616,0.00743633971424495,-0.00529829966427578,pLoF,21036320156,21,36320156,
PRR23A,ENSG00000206260,0.0146456135084605,0.013872391944686,0.0192804287213462,-0.00803665287015378,pLoF,3139005395,3,139005395,
NEB,ENSG00000183091,0.0146679723868423,0.0109399962541666,0.0382394037151832,-0.00204075290272113,pLoF,2151485676,2,151485676,
TLCD1,ENSG00000160606,0.0148074920220104,0.0203310694405348,0.0111630846298446,0.00404157027102382,pLoF,17028719913,17,28719913,
ALDH7A1,ENSG00000164904,0.0148937254275603,0.0112863370134659,0.0299436756846011,-0.00572121789961919,pLoF,5126544918,5,126544918,
VWCE,ENSG00000167992,0.0149320748265448,0.00783771064002636,0.097193572385236,0.00686623934457678,pLoF,11061258561,11,61258561,
BLM,ENSG00000197299,0.0149561722084955,0.00794338341036027,0.142118185051818,0.00313938247909864,pLoF,15090747338,15,90747338,
CPNE9,ENSG00000144550,0.0149621316658727,0.011999950763556,0.031628230224755,0.00696323405887154,pLoF,3009701698,3,9701698,
TUBB8,ENSG00000261456,0.0150235219678826,0.00844772500038293,0.195313592858069,-0.00692735501750612,pLoF,10000047098,10,47098,
PPP1R14C,ENSG00000198729,0.0150583536091604,0.098409161764156,0.00927898420681239,-0.014108878539262,pLoF,6150142922,6,150142922,
CNOT1,ENSG00000125107,0.0150626620431284,0.176436969756427,0.0109586330959709,-0.014126652647598,pLoF,16058515431,16,58515431,
SOWAHB,ENSG00000186212,0.015095009280917,0.00887155163390019,0.038990617587401,-0.00761943226993177,pLoF,4076895387,4,76895387,
WDR59,ENSG00000103091,0.0151248894441756,0.0076558781399797,0.154918072019159,0.0047329279626918,pLoF,16074874139,16,74874139,
CPD,ENSG00000108582,0.0151656768348613,0.00728898063973604,0.30087016431854,0.00948874445454277,pLoF,17030378795,17,30378795,
PIK3CG,ENSG00000105851,0.0151670074012731,0.882165647571802,0.00898294871314653,-0.000364981213445737,pLoF,7106867475,7,106867475,
SUN3,ENSG00000164744,0.015223381502914,0.057514111179199,0.0131576640235933,0.00421545727137575,pLoF,7047987222,7,47987222,
ANKRD63,ENSG00000230778,0.015251430501532,0.192149637488356,0.00769652306835011,-0.00862404630434022,pLoF,15040281447,15,40281447,
PJA1,ENSG00000181191,0.0152677832916533,0.148836518858663,0.00847903906862713,-0.0144980214490388,pLoF,23069161190,X,69161190,
TWNK,ENSG00000107815,0.0153074392342343,0.0559117855073777,0.00868110133465905,-0.00746928246748065,pLoF,10100983202,10,100983202,
ZC3H3,ENSG00000014164,0.0153645347466657,0.0258803764047286,0.0131659563327435,-0.00306025247792271,pLoF,8143437941,8,143437941,
PIK3R4,ENSG00000196455,0.0154279565395635,0.960077116008817,0.00738942835885148,0.000144779758593356,pLoF,3130675164,3,130675164,
FAM161A,ENSG00000170264,0.0154340360040116,0.311476877192076,0.0103470885030473,0.00146365599435839,pLoF,2061826365,2,61826365,
C11orf24,ENSG00000171067,0.0154402530032087,0.0105661940802235,0.109463911662109,-0.0267441243026849,pLoF,11068261576,11,68261576,
PPIAL4C,ENSG00000263464,0.015471952697113,0.0892229007471436,0.0102902776548934,-0.0120734987985994,pLoF,1149583924,1,149583924,
SRPRA,ENSG00000182934,0.0156009232261645,0.00811266951888268,0.257977837360434,0.0109314932484473,pLoF,11126261367,11,126261367,
TDRD6,ENSG00000180113,0.0156254754289773,0.00813824481475811,0.891376150658217,-0.00266656990024778,pLoF,6046687977,6,46687977,
SMG5,ENSG00000198952,0.015668732936549,0.0150720794084338,0.0301725101879574,-0.0124534494489324,pLoF,1156244231,1,156244231,
SPRED1,ENSG00000166068,0.015718532891799,0.00886998797384886,0.0603603017619152,-0.0153812161863273,pLoF,15038253111,15,38253111,
DIAPH1,ENSG00000131504,0.015731429374606,0.478889800902496,0.00844902842854689,0.00288324186859179,pLoF,5141510793,5,141510793,
GFPT1,ENSG00000198380,0.0157765183516488,0.00924842890344413,0.0713432025580325,-0.0139030862334624,pLoF,2069326166,2,69326166,
KIAA1671,ENSG00000197077,0.0157984924738838,0.00825981536394416,0.306782485249785,0.00966756345659314,pLoF,22025027975,22,25027975,
CLEC17A,ENSG00000187912,0.0159795155720384,0.47007095521405,0.00854146246206211,-0.00317010838395166,pLoF,19014583071,19,14583071,
HARBI1,ENSG00000180423,0.016025847482586,0.00932110102184791,0.284994221654363,-0.00506785115740943,pLoF,11046603464,11,46603464,
CHEK1,ENSG00000149554,0.0160521456328468,0.0117236568950109,0.0456728276193279,-0.00453804606103701,pLoF,11125620728,11,125620728,
SCARB2,ENSG00000138760,0.0161466711858091,0.0108899565654335,0.028072916569489,-0.00554505296909431,pLoF,4076161636,4,76161636,
PKD2,ENSG00000118762,0.0161638937502976,0.00809641449001564,0.143137156505135,-0.0108641594446648,pLoF,4088007652,4,88007652,
CLNS1A,ENSG00000074201,0.0161988924611794,0.405310104105498,0.0105307135416739,-0.00365054218536326,pLoF,11077619594,11,77619594,
ZSWIM5,ENSG00000162415,0.0162129748131457,0.00806789858748114,0.342498219735601,0.00802805156368534,pLoF,1045012150,1,45012150,
BACE2,ENSG00000182240,0.0162218687367156,0.487830283354378,0.00894124227087145,-0.00354987514009296,pLoF,21041168193,21,41168193,
PGR,ENSG00000082175,0.0162322036257242,0.00865438421122289,0.196333449970775,0.0160782725612348,pLoF,11101039062,11,101039062,
CHCHD4,ENSG00000163528,0.0162754480169917,0.019638369488673,0.0108277266826216,0.0597611649449783,pLoF,3014112810,3,14112810,
SERPINA1,ENSG00000197249,0.0162818544267693,0.103770236115719,0.00978732563194051,0.00850678202121628,pLoF,14094378399,14,94378399,
FILIP1,ENSG00000118407,0.0163341067428827,0.00888399035811149,0.38996209804656,-0.00440507356809033,pLoF,6075307958,6,75307958,
CCZ1B,ENSG00000146574,0.0163576391314988,0.371754270287835,0.00924022452866224,0.00298992842611697,pLoF,7006796681,7,6796681,
MLLT3,ENSG00000171843,0.0163885391161888,0.00936366710061209,0.0997861640209912,0.0384321151864795,pLoF,9020346351,9,20346351,
CENPV,ENSG00000166582,0.0163921526884656,0.00836967217691487,0.355544343935975,-0.0187353615459346,pLoF,17016342720,17,16342720,
ADPGK,ENSG00000159322,0.0163999897307163,0.00869397544317829,0.103116427049693,-0.00745416888242271,pLoF,15072752256,15,72752256,
HBEGF,ENSG00000113070,0.0164359545151971,0.028236009176092,0.0102565908625498,-0.0280976960841919,pLoF,5140334634,5,140334634,
TAS2R16,ENSG00000128519,0.0165785176021861,0.0098172328516366,0.0374877438544942,0.0170822120103195,pLoF,7122994662,7,122994662,
THAP8,ENSG00000161277,0.0165801738626314,0.0858914826707675,0.0127577134795346,0.00125155569516175,pLoF,19036032144,19,36032144,
OGFR,ENSG00000060491,0.0165909261282309,0.417592465265117,0.0091631821438829,0.00711381622832829,pLoF,20062804799,20,62804799,
PLCXD3,ENSG00000182836,0.0166206699696604,0.0436929173038781,0.0103311232803394,0.00734790142873896,pLoF,5041313516,5,41313516,
KAT6A,ENSG00000083168,0.016687050314184,0.0134246530424049,0.0548892091564732,0.00893344599485957,pLoF,8041932108,8,41932108,
TKTL2,ENSG00000151005,0.0167332476145386,0.0155310316449839,0.0498014585724517,0.00926679128980368,pLoF,4163471804,4,163471804,
RSRC1,ENSG00000174891,0.016787615960588,0.177069202219294,0.00882814175357072,0.00372988484894266,pLoF,3158105089,3,158105089,
UBL4A,ENSG00000102178,0.0168062188375511,0.0152998504438983,0.0132950933151531,-0.0277820081988365,pLoF,23154478718,X,154478718,
AC011455.2,ENSG00000269547,0.0168183140015846,0.00913038440794134,0.092408740694877,0.00389325714029258,pLoF,19038910424,19,38910424,
CUL4B,ENSG00000158290,0.0169408060125662,0.0217170358766094,0.0150146968660183,-0.0250740229103121,pLoF,23120526747,X,120526747,
ALDH16A1,ENSG00000161618,0.0169443019387676,0.0613964450374478,0.0101656835180997,0.00322318459144676,pLoF,19049449406,19,49449406,
AC083977.1,ENSG00000286131,0.0169830070417144,0.0101089920603148,0.119612688727937,-0.0162258974539926,pLoF,8032646604,8,32646604,
ARHGAP23,ENSG00000275832,0.0172344840977089,0.00857917798689067,0.149354171902576,-0.00622974189248319,pLoF,17038428431,17,38428431,
GADD45GIP1,ENSG00000179271,0.0172350953226261,0.0101055642618397,0.0564461513006039,-0.00686610469731009,pLoF,19012948119,19,12948119,
RTP5,ENSG00000188011,0.0172772173526721,0.577943045961834,0.00932273580885545,-0.000916071652265442,pLoF,2241869665,2,241869665,
CRHR1,ENSG00000120088,0.0173606456220744,0.0085227613934431,0.172764113905647,0.0122040017098586,pLoF,17045784547,17,45784547,
RSPRY1,ENSG00000159579,0.0173624298031662,0.166241350308257,0.00873618927009923,-0.0085994680891684,pLoF,16057185438,16,57185438,
CYB5B,ENSG00000103018,0.0173836091097981,0.0587833895005215,0.0101304630772987,0.0142738085654099,pLoF,16069424578,16,69424578,
SLC26A3,ENSG00000091138,0.0174229258972539,0.00996825065661344,0.197273716029718,0.00597550116222988,pLoF,7107765819,7,107765819,
C16orf90,ENSG00000215131,0.0174292680196623,0.320956498960603,0.0104573039236961,-0.00312914859092784,pLoF,16003493752,16,3493752,
TULP2,ENSG00000104804,0.0174396728642757,0.010051426420818,0.235537082381511,-0.00587142601143087,pLoF,19048875969,19,48875969,
DIPK2A,ENSG00000181744,0.0174520752329708,0.0093782978856094,0.101053596934765,0.0154733339095269,pLoF,3143972236,3,143972236,
HSFX1,ENSG00000171116,0.0174689156094462,0.0176321146970391,0.0150739680688438,0.0197262001335151,pLoF,23149774669,X,149774669,
SLC4A11,ENSG00000088836,0.0174776725484181,0.00936824955933824,0.0780323292640589,-0.00503121624108119,pLoF,20003223322,20,3223322,
ACOT4,ENSG00000177465,0.017502739156157,0.0190600163410697,0.0146062458780221,0.00601664043895389,pLoF,14073591854,14,73591854,
MEGF8,ENSG00000105429,0.017534846005136,0.0144890713778467,0.0498129422570167,0.00489320122547917,pLoF,19042323510,19,42323510,
KCNJ15,ENSG00000157551,0.0176165983697341,0.0117997475735602,0.0328295290608642,0.0120878654526436,pLoF,21038299202,21,38299202,
PIK3CA,ENSG00000121879,0.0177057302952672,0.566133610210651,0.00912374281370609,0.00414833805887671,pLoF,3179198801,3,179198801,
CIDEC,ENSG00000187288,0.0177114224458792,0.0100075404704549,0.119414044232874,-0.00784339221953463,pLoF,3009867052,3,9867052,
TSNAXIP1,ENSG00000102904,0.0177288916824818,0.0116943833231682,0.0205134928364827,0.00138694293747576,pLoF,16067805360,16,67805360,
LRFN1,ENSG00000128011,0.0179283589299792,0.0406536501141559,0.0129988862489594,-0.0142712119590271,pLoF,19039307513,19,39307513,
TMEM106B,ENSG00000106460,0.0179457823023325,0.0097142471136169,0.184460937481235,0.0158391232458566,pLoF,7012214755,7,12214755,
PLEKHG2,ENSG00000090924,0.0180127168528237,0.0122690711193498,0.0499407908782248,0.00635583487507507,pLoF,19039407670,19,39407670,
IRF2,ENSG00000168310,0.0181203049781573,0.126153462851235,0.013319462125398,-0.00734128631051012,pLoF,4184388676,4,184388676,
FABP6,ENSG00000170231,0.0181528617796178,0.0162156305350868,0.0218440645940409,-0.00491235561692537,pLoF,5160199031,5,160199031,
PRAC2,ENSG00000229637,0.0181575213124509,,,,pLoF,17048721691,17,48721691,
RHBDD3,ENSG00000100263,0.0181637844875686,0.221430804964255,0.0104980493634583,0.00165431252642333,pLoF,22029255217,22,29255217,
CPA4,ENSG00000128510,0.0181700768564682,0.01816238489642,0.0159474295068314,0.00148041933027201,pLoF,7130289491,7,130289491,
ERMARD,ENSG00000130023,0.0182091903213245,0.0200135972446165,0.0141076785616212,0.00211697708185647,pLoF,6169751199,6,169751199,
VKORC1,ENSG00000167397,0.0182142390073944,0.010394289547897,0.175074407897903,-0.0123006891636648,pLoF,16031085898,16,31085898,
MS4A4E,ENSG00000214787,0.0182162284504208,0.0175206395645924,0.0175395159276245,-0.00311529596986324,pLoF,11060208616,11,60208616,
TEKT2,ENSG00000092850,0.018328472600464,0.00977809803802154,0.138109913986717,-0.00535280306486539,pLoF,1036084804,1,36084804,
TXNIP,ENSG00000265972,0.0183704988790481,0.00973570012303937,0.104053541637498,-0.0078904282051139,pLoF,1145993752,1,145993752,
ARSJ,ENSG00000180801,0.0183966841511995,0.359294829147871,0.00997907489762373,0.00219044750050019,pLoF,4113902047,4,113902047,
FAAP20,ENSG00000162585,0.0184267019150055,0.013778805985866,0.0866071002771373,0.0103877282044791,pLoF,1002184536,1,2184536,
IDH3B,ENSG00000101365,0.0184462290961036,0.00932099402072462,0.151164408887013,0.00573862012735159,pLoF,20002653398,20,2653398,
CEACAM7,ENSG00000007306,0.0184813510841552,0.051279771733443,0.0158195391618117,0.00140207979200041,pLoF,19041677373,19,41677373,
ARL14EP,ENSG00000152219,0.0185881965205756,0.0109663077379066,0.210056282990092,-0.0124322318123692,pLoF,11030330875,11,30330875,
CFAP410,ENSG00000160226,0.0186043288967774,0.109008550564984,0.0101158694035297,-0.0023851832714807,pLoF,21044324894,21,44324894,
JADE1,ENSG00000077684,0.0186196636677503,0.00942012751216748,0.345811874998775,0.0242878276380304,pLoF,4128827804,4,128827804,
ABCB11,ENSG00000073734,0.0186590047397299,0.0120716479139884,0.0663512669246996,-0.00670647255874157,pLoF,2168923573,2,168923573,
ZNF35,ENSG00000169981,0.0186607709621829,0.771116254671308,0.00934590676126934,-0.00101181562659752,pLoF,3044643732,3,44643732,
ME3,ENSG00000151376,0.0187452000018729,0.461554322315855,0.00952824479856074,-0.00179759647237789,pLoF,11086441179,11,86441179,
N4BP3,ENSG00000145911,0.0187463130676322,0.0095255897829698,0.13367609831635,0.0124414590311413,pLoF,5178119501,5,178119501,
ZNF619,ENSG00000177873,0.0188938786905194,0.0115981326414023,0.0733574458682688,0.013791310247947,pLoF,3040477905,3,40477905,
DEPDC5,ENSG00000100150,0.0189055356652043,0.0315724505728893,0.0126488475972746,-0.00552638008122794,pLoF,22031754825,22,31754825,
ZNF841,ENSG00000197608,0.0189375143019261,0.0141949600670044,0.114354320990271,0.00739870668411952,pLoF,19052065024,19,52065024,
ZKSCAN5,ENSG00000196652,0.0189624298929841,0.0103946208826322,0.145098835106004,-0.0118906748470839,pLoF,7099499665,7,99499665,
HVCN1,ENSG00000122986,0.0189804496071549,0.0111985079988427,0.0555868669196116,-0.0118662356129067,pLoF,12110644857,12,110644857,
TRPM5,ENSG00000070985,0.0189831970308398,0.150736891437569,0.0107128592684909,-0.00161285067888158,pLoF,11002402539,11,2402539,
STK16,ENSG00000115661,0.0190464806127835,0.642611917079117,0.0100137131124041,-0.00188516585278945,pLoF,2219242471,2,219242471,
UBR2,ENSG00000024048,0.0190957542608439,0.172941375413625,0.0101898297872729,0.0041730517377672,pLoF,6042564222,6,42564222,
PEX11B,ENSG00000131779,0.0192747928648948,0.0312314465003263,0.0147309003226122,-0.0111490082434073,pLoF,1145906351,1,145906351,
GALT,ENSG00000213930,0.019329677914222,0.448469228604953,0.0104292391964603,-0.00279934736544884,pLoF,9034646676,9,34646676,
DMP1,ENSG00000152592,0.0193349543501917,0.306993873996243,0.0109641658505749,-0.004329487756238,pLoF,4087656484,4,87656484,
MFAP2,ENSG00000117122,0.0193595779936122,0.0102837244746012,0.0681232877655477,0.0207882972589287,pLoF,1016969656,1,16969656,
CBWD5,ENSG00000147996,0.0193790856036532,0.0219845987138469,0.018137354545416,0.00143317515724127,pLoF,9065675870,9,65675870,
DGAT2,ENSG00000062282,0.0193990990175228,0.0199433869616767,0.0168295693951646,0.00349279578958038,pLoF,11075768861,11,75768861,
DCAF10,ENSG00000122741,0.0194170875030684,0.42204554546368,0.00991253725480079,-0.00685014379789822,pLoF,9037800521,9,37800521,
PKDCC,ENSG00000162878,0.0194461659163897,0.126415721924754,0.0101429424992241,0.005772850037568,pLoF,2042048116,2,42048116,
TUBA3E,ENSG00000152086,0.0194647613275893,0.0159667370273213,0.0242105189051889,-0.00389377294026788,pLoF,2130190332,2,130190332,
BRINP1,ENSG00000078725,0.0195356374728308,0.901947309354823,0.010447259043187,-0.00139955648412415,pLoF,9119166991,9,119166991,
GBP5,ENSG00000154451,0.0195510071422683,0.0395517763414074,0.0115343163520084,-0.000928944594402521,pLoF,1089260683,1,89260683,
FBRSL1,ENSG00000112787,0.0195884216564346,0.0118230819143853,0.0291409298371956,-0.000927242364361645,pLoF,12132490469,12,132490469,
VSIG1,ENSG00000101842,0.0196330059695231,0.0748796600000963,0.0122834200026258,0.0055773018556583,pLoF,23108045066,X,108045066,
IGFBPL1,ENSG00000137142,0.0196573579285014,0.035892573103892,0.0157839523665063,0.00347158419430123,pLoF,9038411326,9,38411326,
CCDC33,ENSG00000140481,0.0196853585637141,0.0508315275577174,0.0127490512789554,-0.00388657408737903,pLoF,15074236645,15,74236645,
ZMYND11,ENSG00000015171,0.0197186902744594,0.137095713277886,0.0159292457138238,0.0079439817076099,pLoF,10000179972,10,179972,
APOH,ENSG00000091583,0.0198408463563264,0.015842762934991,0.0253358860987548,0.00540388676425185,pLoF,17066212081,17,66212081,
CDC42SE1,ENSG00000197622,0.0198470123802125,0.379895644099765,0.0134403459152461,0.00436391680622931,pLoF,1151045973,1,151045973,
NMNAT1,ENSG00000173614,0.0198480848024095,0.0111705396806254,0.0831493460829908,0.00777966754820804,pLoF,1009942593,1,9942593,
TLL1,ENSG00000038295,0.0198585771251288,0.082091973180916,0.0106573960208327,-0.0189876644772343,pLoF,4165873812,4,165873812,
LACRT,ENSG00000135413,0.019946974254151,0.190846372486957,0.0105612294919846,0.0077884994323773,pLoF,12054630858,12,54630858,
HPGD,ENSG00000164120,0.0199518188707337,0.0512487538464254,0.011591757679737,0.00435930802956849,pLoF,4174491902,4,174491902,
AL162231.3,ENSG00000258728,0.0199934419855186,0.325248904348528,0.0107328880564617,-0.00347678921196705,pLoF,9034646608,9,34646608,
C6orf136,ENSG00000204564,0.0200841998623081,0.00972983503488545,0.899630427181943,0.0131163163696622,pLoF,6030642042,6,30642042,
LMOD2,ENSG00000170807,0.0200846889282961,0.0131740925022714,0.120006117691893,-0.00755013355025639,pLoF,7123655897,7,123655897,
PNLIP,ENSG00000175535,0.0201135698373077,0.50452381086796,0.0109030080387257,-0.0015129049163936,pLoF,10116546031,10,116546031,
EIF3E,ENSG00000104408,0.0201695530406694,0.106995886334951,0.0111796093722518,0.00834118249408158,pLoF,8108201813,8,108201813,
LRRTM1,ENSG00000162951,0.0201771537931177,0.142053110952088,0.0109859107684401,0.016030963922226,pLoF,2080302138,2,80302138,
TM4SF4,ENSG00000169903,0.0202051026214611,0.0125151183223777,0.140018002739809,0.005212814131336,pLoF,3149474784,3,149474784,
EDA2R,ENSG00000131080,0.0202768587026185,0.0157552655496669,0.0209595735928609,-0.00580157313181993,pLoF,23066597973,X,66597973,
OR10J1,ENSG00000196184,0.0202815506238397,0.848145708535201,0.012810320842282,-0.0046409412675901,pLoF,1159439688,1,159439688,
GRIN2A,ENSG00000183454,0.0203839442705851,0.517998330965319,0.011146147232957,0.00603685934481111,pLoF,16009763073,16,9763073,
FRMD5,ENSG00000171877,0.0204014848765762,0.271524688293522,0.010330576336866,0.00739477911398835,pLoF,15043866016,15,43866016,
TTC37,ENSG00000198677,0.0204132906868491,0.0110579122183635,0.1577806426972,-0.00347570717615191,pLoF,5095464563,5,95464563,
MMP15,ENSG00000102996,0.0204392600716798,0.0227812500677698,0.025214796914764,0.0110245342877496,pLoF,16058026224,16,58026224,
RIPK1,ENSG00000137275,0.020493300400181,0.0168490101147563,0.0363838868634647,-0.0150725873992823,pLoF,6003068133,6,3068133,
FLCN,ENSG00000154803,0.0205369721378814,0.0112578511145391,0.11897461612666,-0.00811994953999952,pLoF,17017213545,17,17213545,
SSR2,ENSG00000163479,0.0205803644773797,0.640940369375812,0.012605872236967,-0.00396201096859707,pLoF,1156009500,1,156009500,
PLP1,ENSG00000123560,0.0206243178413762,0.819497349609185,0.0130324113816589,0.00562707520975982,pLoF,23103776935,X,103776935,
PLPP1,ENSG00000067113,0.0206372129985192,0.0109921224725176,0.362976788490595,-0.0104345483019719,pLoF,5055422823,5,55422823,
